epoch,est_act,lr-AdamW,step,test_accuracy,test_classifier_loss,test_error,test_f1,test_loss,test_precision,test_recall,total_act,total_macs,total_weights,train_accuracy,train_classifier_loss,train_error,train_f1,train_loss,train_precision,train_recall,val_accuracy,val_classifier_loss,val_error,val_f1,val_loss,val_precision,val_recall
0,,,1399,,,,,,,,,,,0.734375,0.6465746760368347,0.265625,0.5903909802436829,0.6465746760368347,0.8075438737869263,0.5744044184684753,,,,,,,
,,4.058762027740054e-05,1449,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1449,,,,,,,,,,,0.65625,0.744486927986145,0.34375,0.5624908208847046,0.744486927986145,0.7471358776092529,0.5290404558181763,,,,,,,
,,4.062886445244324e-05,1499,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1499,,,,,,,,,,,0.7265625,0.6996867060661316,0.2734375,0.5353454947471619,0.6996867060661316,0.5754629373550415,0.5375947952270508,,,,,,,
,,4.0671506440809256e-05,1549,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1549,,,,,,,,,,,0.609375,0.7891254425048828,0.390625,0.4215366244316101,0.7891254425048828,0.40566378831863403,0.4392991364002228,,,,,,,
,,4.071554611815773e-05,1599,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1599,,,,,,,,,,,0.71875,0.7163635492324829,0.28125,0.5994718074798584,0.7163635492324829,0.8014705777168274,0.5718107223510742,,,,,,,
,,4.076098335607174e-05,1649,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1649,,,,,,,,,,,0.6875,0.7329254150390625,0.3125,0.5448598861694336,0.7329254150390625,0.5653919577598572,0.5356837511062622,,,,,,,
,,4.0807818022059504e-05,1699,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1699,,,,,,,,,,,0.7109375,0.7460967898368835,0.2890625,0.5370814800262451,0.7460967898368835,0.8007693290710449,0.5304030776023865,,,,,,,
,,4.085604997955438e-05,1749,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1749,,,,,,,,,,,0.65625,0.727072536945343,0.34375,0.5390980243682861,0.727072536945343,0.7632119655609131,0.5009390115737915,,,,,,,
,,4.0905679087915284e-05,1799,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1799,,,,,,,,,,,0.765625,0.5955790877342224,0.234375,0.6376090049743652,0.5955790877342224,0.6747035384178162,0.6277056336402893,,,,,,,
,,4.095670520242703e-05,1849,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1849,,,,,,,,,,,0.6875,0.7686538100242615,0.3125,0.537749171257019,0.7686538100242615,0.5868239402770996,0.5324869155883789,,,,,,,
,,4.100912817430109e-05,1899,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1899,,,,,,,,,,,0.6953125,0.6963999271392822,0.3046875,0.6597986221313477,0.6963999271392822,0.6997092962265015,0.6330687999725342,,,,,,,
,,4.106294785067568e-05,1949,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1949,,,,,,,,,,,0.7109375,0.6802588105201721,0.2890625,0.6512374877929688,0.6802588105201721,0.7822757959365845,0.6066239476203918,,,,,,,
,,4.111816407461634e-05,1999,,,,,,,,,,,,,,,,,,,,,,,,
0,,,1999,,,,,,,,,,,0.671875,0.769279956817627,0.328125,0.3946470618247986,0.769279956817627,0.4082425832748413,0.39126986265182495,,,,,,,
,,4.117477668511623e-05,2049,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2049,,,,,,,,,,,0.71875,0.693636953830719,0.28125,0.6842363476753235,0.693636953830719,0.7529100179672241,0.6499758362770081,,,,,,,
,,4.1232785517096885e-05,2099,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2099,,,,,,,,,,,0.75,0.6236236095428467,0.25,0.5857369899749756,0.6236236095428467,0.8286347389221191,0.5603174567222595,,,,,,,
,,4.129219040140857e-05,2149,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2149,,,,,,,,,,,0.734375,0.5867882966995239,0.265625,0.6579793095588684,0.5867882966995239,0.8134000301361084,0.6143791079521179,,,,,,,
,,4.13529911648308e-05,2199,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2199,,,,,,,,,,,0.71875,0.6092947721481323,0.28125,0.5335420370101929,0.6092947721481323,0.6259058117866516,0.5350573062896729,,,,,,,
,,4.141518763007266e-05,2249,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2249,,,,,,,,,,,0.7734375,0.6768288612365723,0.2265625,0.5744925737380981,0.6768288612365723,0.6772358417510986,0.5691674947738647,,,,,,,
,,4.147877961577337e-05,2299,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2299,,,,,,,,,,,0.6875,0.73623126745224,0.3125,0.5178250670433044,0.73623126745224,0.5302138924598694,0.5215119123458862,,,,,,,
,,4.154376693650324e-05,2349,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2349,,,,,,,,,,,0.6875,0.6544914841651917,0.3125,0.5373260974884033,0.6544914841651917,0.6206687092781067,0.5155574083328247,,,,,,,
,,4.161014940276379e-05,2399,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2399,,,,,,,,,,,0.7265625,0.5949903130531311,0.2734375,0.6789205074310303,0.5949903130531311,0.8076416254043579,0.6352187395095825,,,,,,,
,,4.1677926820988176e-05,2449,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2449,,,,,,,,,,,0.7109375,0.7529287338256836,0.2890625,0.48353415727615356,0.7529287338256836,0.4682539701461792,0.5002139806747437,,,,,,,
,,4.174709899354217e-05,2499,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2499,,,,,,,,,,,0.6875,0.7097419500350952,0.3125,0.4625636339187622,0.7097419500350952,0.4436594247817993,0.4851210415363312,,,,,,,
,,4.181766571872416e-05,2549,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2549,,,,,,,,,,,0.734375,0.7211047410964966,0.265625,0.41568320989608765,0.7211047410964966,0.47962862253189087,0.4088607430458069,,,,,,,
,,4.1889626790767e-05,2599,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2599,,,,,,,,,,,0.7890625,0.6356863379478455,0.2109375,0.5571683645248413,0.6356863379478455,0.5746498703956604,0.5447712540626526,,,,,,,
,,4.196298199983658e-05,2649,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2649,,,,,,,,,,,0.734375,0.6605432033538818,0.265625,0.5651164054870605,0.6605432033538818,0.811704158782959,0.5462962985038757,,,,,,,
,,4.203773113203434e-05,2699,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2699,,,,,,,,,,,0.6640625,0.7643640041351318,0.3359375,0.38093477487564087,0.7643640041351318,0.41236308217048645,0.38066476583480835,,,,,,,
,,4.211387396939716e-05,2749,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2749,,,,,,,,,,,0.703125,0.7200089693069458,0.296875,0.5247616767883301,0.7200089693069458,0.5422563552856445,0.5238353610038757,,,,,,,
,,4.219141028989745e-05,2799,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2799,,,,,,,,,,,0.734375,0.6668187379837036,0.265625,0.5056689381599426,0.6668187379837036,0.4887445569038391,0.5240079164505005,,,,,,,
,,4.22703398674448e-05,2849,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2849,,,,,,,,,,,0.71875,0.6486320495605469,0.28125,0.5807451009750366,0.6486320495605469,0.6509971618652344,0.5700116157531738,,,,,,,
,,4.235066247188597e-05,2899,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2899,,,,,,,,,,,0.7109375,0.6280723810195923,0.2890625,0.5725929737091064,0.6280723810195923,0.6130081415176392,0.5572624802589417,,,,,,,
,,4.2432377869005525e-05,2949,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2949,,,,,,,,,,,0.71875,0.6401752233505249,0.28125,0.6048938035964966,0.6401752233505249,0.6966966986656189,0.5766667127609253,,,,,,,
,,4.2515485820527384e-05,2999,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2999,,,,,,,,,,,0.640625,0.8111696243286133,0.359375,0.32250648736953735,0.8111696243286133,0.30937498807907104,0.33691057562828064,,,,,,,
,,4.2599986084114255e-05,3049,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3049,,,,,,,,,,,0.7578125,0.6042132377624512,0.2421875,0.5856704711914062,0.6042132377624512,0.5851436853408813,0.591269850730896,,,,,,,
,,4.268587841336905e-05,3099,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3099,,,,,,,,,,,0.6875,0.674531102180481,0.3125,0.5680091977119446,0.674531102180481,0.6326681971549988,0.5450191497802734,,,,,,,
,,4.2773162557835755e-05,3149,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3149,,,,,,,,,,,0.75,0.5950598120689392,0.25,0.6931918859481812,0.5950598120689392,0.6810347437858582,0.7078477144241333,,,,,,,
,,4.286183826299986e-05,3199,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3199,,,,,,,,,,,0.6328125,0.7680377960205078,0.3671875,0.5136165618896484,0.7680377960205078,0.591711699962616,0.5054354667663574,,,,,,,
,,4.295190527028891e-05,3249,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3249,,,,,,,,,,,0.625,0.7745828628540039,0.375,0.5098580121994019,0.7745828628540039,0.5092437267303467,0.5198785066604614,,,,,,,
,,4.3043363317073896e-05,3299,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3299,,,,,,,,,,,0.6484375,0.8192526698112488,0.3515625,0.3608682155609131,0.8192526698112488,0.3995826542377472,0.3664243221282959,,,,,,,
,,4.3136212136669384e-05,3349,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3349,,,,,,,,,,,0.71875,0.6499974131584167,0.28125,0.5292208194732666,0.6499974131584167,0.6300411224365234,0.5293174982070923,,,,,,,
,,4.323045145833448e-05,3399,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3399,,,,,,,,,,,0.734375,0.7472474575042725,0.265625,0.5687960386276245,0.7472474575042725,0.8129355907440186,0.5538092255592346,,,,,,,
,,4.332608100727391e-05,3449,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3449,,,,,,,,,,,0.765625,0.625296413898468,0.234375,0.6159044504165649,0.625296413898468,0.8394771814346313,0.6020512580871582,,,,,,,
,,4.3423100504638473e-05,3499,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3499,,,,,,,,,,,0.6796875,0.7411638498306274,0.3203125,0.505422055721283,0.7411638498306274,0.5566377639770508,0.5092389583587646,,,,,,,
,,4.352150966752577e-05,3549,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3549,,,,,,,,,,,0.7109375,0.6274832487106323,0.2890625,0.6195557117462158,0.6274832487106323,0.7278938293457031,0.5939153432846069,,,,,,,
,,4.3621308208981755e-05,3599,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3599,,,,,,,,,,,0.6875,0.7572793960571289,0.3125,0.5590915679931641,0.7572793960571289,0.7828896045684814,0.5441303253173828,,,,,,,
,,4.3722495838000594e-05,3649,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3649,,,,,,,,,,,0.671875,0.7447566390037537,0.328125,0.4376262426376343,0.7447566390037537,0.4240421652793884,0.4527777433395386,,,,,,,
,,4.3825072259525886e-05,3699,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3699,,,,,,,,,,,0.6640625,0.7322214245796204,0.3359375,0.5352272987365723,0.7322214245796204,0.646882176399231,0.524630069732666,,,,,,,
,,4.392903717445205e-05,3749,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3749,,,,,,,,,,,0.625,0.7782772779464722,0.375,0.5089751482009888,0.7782772779464722,0.6339009404182434,0.49891069531440735,,,,,,,
,,4.403439027962468e-05,3799,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3799,,,,,,,,,,,0.6796875,0.7800089120864868,0.3203125,0.34324008226394653,0.7800089120864868,0.3327103853225708,0.35624998807907104,,,,,,,
,,4.4141131267841143e-05,3849,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3849,,,,,,,,,,,0.7890625,0.6042976379394531,0.2109375,0.6150339841842651,0.6042976379394531,0.6972826719284058,0.5927350521087646,,,,,,,
,,4.4249259827851945e-05,3899,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3899,,,,,,,,,,,0.765625,0.5516515374183655,0.234375,0.6192978620529175,0.5516515374183655,0.8412827253341675,0.5803900361061096,,,,,,,
,,4.4358775644361874e-05,3949,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3949,,,,,,,,,,,0.7734375,0.6327930092811584,0.2265625,0.501341700553894,0.6327930092811584,0.5322751402854919,0.48420456051826477,,,,,,,
,,4.446967839803024e-05,3999,,,,,,,,,,,,,,,,,,,,,,,,
0,,,3999,,,,,,,,,,,0.71875,0.678902804851532,0.28125,0.6210843324661255,0.678902804851532,0.805334746837616,0.5890145897865295,,,,,,,
,,4.458196776547217e-05,4049,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4049,,,,,,,,,,,0.703125,0.7432514429092407,0.296875,0.5849926471710205,0.7432514429092407,0.7011363506317139,0.561811089515686,,,,,,,
,,4.469564341925969e-05,4099,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4099,,,,,,,,,,,0.734375,0.6937111020088196,0.265625,0.61311936378479,0.6937111020088196,0.6597676277160645,0.6005128622055054,,,,,,,
,,4.481070502792227e-05,4149,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4149,,,,,,,,,,,0.7265625,0.7117903828620911,0.2734375,0.5466524362564087,0.7117903828620911,0.5555011034011841,0.5439814925193787,,,,,,,
,,4.4927152255948137e-05,4199,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4199,,,,,,,,,,,0.7265625,0.6838518381118774,0.2734375,0.6568478941917419,0.6838518381118774,0.796023964881897,0.6242263913154602,,,,,,,
,,4.5044984763785326e-05,4249,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4249,,,,,,,,,,,0.71875,0.6124032735824585,0.28125,0.5661891102790833,0.6124032735824585,0.6310710310935974,0.5446106791496277,,,,,,,
,,4.516420220784215e-05,4299,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4299,,,,,,,,,,,0.8125,0.5284997820854187,0.1875,0.701503574848175,0.5284997820854187,0.8621795177459717,0.6778343915939331,,,,,,,
,,4.528480424048902e-05,4349,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4349,,,,,,,,,,,0.78125,0.7061904072761536,0.21875,0.49500709772109985,0.7061904072761536,0.6277056336402893,0.47721654176712036,,,,,,,
,,4.540679051005835e-05,4399,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4399,,,,,,,,,,,0.6875,0.7309237718582153,0.3125,0.5891590714454651,0.7309237718582153,0.6589285731315613,0.5643306970596313,,,,,,,
,,4.553016066084683e-05,4449,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4449,,,,,,,,,,,0.6484375,0.7506706118583679,0.3515625,0.3624708652496338,0.7506706118583679,0.43921053409576416,0.3806496858596802,,,,,,,
,,4.5654914333115196e-05,4499,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4499,,,,,,,,,,,0.7421875,0.6475760340690613,0.2578125,0.5719892978668213,0.6475760340690613,0.6552257537841797,0.5553245544433594,,,,,,,
,,4.578105116309064e-05,4549,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4549,,,,,,,,,,,0.75,0.598666250705719,0.25,0.6981735229492188,0.598666250705719,0.7422398328781128,0.6746758222579956,,,,,,,
,,4.5908570782966784e-05,4599,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4599,,,,,,,,,,,0.640625,0.7762583494186401,0.359375,0.4825670123100281,0.7762583494186401,0.5361884236335754,0.4819355607032776,,,,,,,
,,4.603747282090501e-05,4649,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4649,,,,,,,,,,,0.7109375,0.7434154152870178,0.2890625,0.43423211574554443,0.7434154152870178,0.6000000238418579,0.42545002698898315,,,,,,,
,,4.616775690103605e-05,4699,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4699,,,,,,,,,,,0.7109375,0.7182868123054504,0.2890625,0.5954023003578186,0.7182868123054504,0.6686111092567444,0.5779812335968018,,,,,,,
,,4.629942264346024e-05,4749,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4749,,,,,,,,,,,0.6640625,0.7786865234375,0.3359375,0.44988828897476196,0.7786865234375,0.5024869441986084,0.4329187273979187,,,,,,,
,,4.6432469664249554e-05,4799,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4799,,,,,,,,,,,0.71875,0.6884015202522278,0.28125,0.5818167328834534,0.6884015202522278,0.6153638362884521,0.5716270208358765,,,,,,,
,,4.656689757544783e-05,4849,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4849,,,,,,,,,,,0.734375,0.6013197302818298,0.265625,0.44275298714637756,0.6013197302818298,0.5206930637359619,0.42844992876052856,,,,,,,
,,4.6702705985072514e-05,4899,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4899,,,,,,,,,,,0.71875,0.6563888788223267,0.28125,0.5018871426582336,0.6563888788223267,0.5037037134170532,0.5173041820526123,,,,,,,
,,4.683989449711561e-05,4949,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4949,,,,,,,,,,,0.71875,0.666779100894928,0.28125,0.5807451009750366,0.666779100894928,0.6241095662117004,0.5717171430587769,,,,,,,
,,4.6978462711545006e-05,4999,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4999,,,,,,,,,,,0.703125,0.623654842376709,0.296875,0.5856630802154541,0.623654842376709,0.7043826580047607,0.5701058506965637,,,,,,,
,,4.711841022430501e-05,5049,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5049,,,,,,,,,,,0.6875,0.6654148697853088,0.3125,0.5712649822235107,0.6654148697853088,0.5886710286140442,0.5615183115005493,,,,,,,
,,4.725973662731862e-05,5099,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5099,,,,,,,,,,,0.8125,0.710936427116394,0.1875,0.4152843952178955,0.710936427116394,0.39103925228118896,0.44673722982406616,,,,,,,
,,4.740244150848731e-05,5149,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5149,,,,,,,,,,,0.7265625,0.6938756108283997,0.2734375,0.43902403116226196,0.6938756108283997,0.4685310125350952,0.4346764385700226,,,,,,,
,,4.754652445169386e-05,5199,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5199,,,,,,,,,,,0.6328125,0.7531208395957947,0.3671875,0.32883477210998535,0.7531208395957947,0.31538665294647217,0.3435499370098114,,,,,,,
,,4.7691985036802114e-05,5249,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5249,,,,,,,,,,,0.75,0.6699561476707458,0.25,0.44985485076904297,0.6699561476707458,0.47705480456352234,0.4482767879962921,,,,,,,
,,4.783882283965917e-05,5299,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5299,,,,,,,,,,,0.734375,0.6364466547966003,0.265625,0.615008533000946,0.6364466547966003,0.7094155550003052,0.5857487916946411,,,,,,,
,,4.798703743209571e-05,5349,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5349,,,,,,,,,,,0.5859375,0.812937319278717,0.4140625,0.4270487427711487,0.812937319278717,0.4569575786590576,0.42620614171028137,,,,,,,
,,4.813662838192847e-05,5399,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5399,,,,,,,,,,,0.7265625,0.6882922053337097,0.2734375,0.46932193636894226,0.6882922053337097,0.48761263489723206,0.4597412347793579,,,,,,,
,,4.828759525296036e-05,5449,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5449,,,,,,,,,,,0.71875,0.6040953993797302,0.28125,0.5481272339820862,0.6040953993797302,0.5629395246505737,0.5394326448440552,,,,,,,
,,4.8439937604982425e-05,5499,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5499,,,,,,,,,,,0.7109375,0.6482089757919312,0.2890625,0.5770548582077026,0.6482089757919312,0.6931565403938293,0.5623074769973755,,,,,,,
,,4.85936549937747e-05,5549,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5549,,,,,,,,,,,0.7578125,0.6901625394821167,0.2421875,0.4500076174736023,0.6901625394821167,0.46324145793914795,0.44851234555244446,,,,,,,
,,4.874874697110806e-05,5599,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5599,,,,,,,,,,,0.796875,0.5722223520278931,0.203125,0.70634925365448,0.5722223520278931,0.7713905572891235,0.6820834875106812,,,,,,,
,,4.890521308474464e-05,5649,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5649,,,,,,,,,,,0.6875,0.7560201287269592,0.3125,0.4369438588619232,0.7560201287269592,0.5715277791023254,0.4184247553348541,,,,,,,
,,4.9063052878440356e-05,5699,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5699,,,,,,,,,,,0.6875,0.7509679198265076,0.3125,0.506561279296875,0.7509679198265076,0.6079059839248657,0.5214035511016846,,,,,,,
,,4.922226589194499e-05,5749,,,,,,,,,,,,,,,,,,,,,,,,
0,,,5749,,,,,,,,,,,0.8046875,0.5564650297164917,0.1953125,0.39043229818344116,0.5564650297164917,0.39478015899658203,0.3886473476886749,,,,,,,
